384,62,109,294
380,63,110,293
376,65,111,292
373,66,110,291
369,68,111,289
367,70,109,284
364,71,108,280
362,73,106,275
359,75,105,270
356,77,103,265
358,79,99,267
359,82,96,268
360,84,92,270
357,85,91,267
355,85,89,264
352,86,88,261
349,86,87,258
347,86,84,256
345,87,84,253
344,87,82,251
342,88,82,249
340,88,82,247
339,89,80,244
336,90,80,243
333,91,81,242
330,92,81,242
327,93,82,241
324,93,82,241
324,95,80,240
324,96,77,239
324,97,75,238
324,98,73,238
324,99,70,237
323,100,71,236
323,101,70,236
323,103,69,234
322,104,69,233
322,105,68,232
321,106,68,231
321,106,67,229
320,106,66,227
320,106,65,225
319,106,65,223
318,106,64,221
318,106,63,218
316,106,63,214
315,106,63,210
313,106,64,206
312,107,64,201
310,107,65,197
311,108,62,195
311,108,61,195
311,109,59,193
311,110,58,192
311,111,56,190
312,112,54,189
312,112,52,188
311,113,54,187
311,114,55,186
310,115,57,184
310,115,57,184
309,116,59,183
309,117,60,182
308,117,60,180
308,117,59,179
308,117,58,177
308,118,57,174
308,118,56,173
308,118,55,171
308,118,54,170
307,118,54,168
307,119,53,166
307,119,52,164
307,119,51,162
307,119,50,161
307,120,50,159
307,120,50,159
307,121,50,157
307,121,50,157
307,121,50,156
307,122,50,155
307,122,51,154
307,123,51,153
307,123,51,152
307,123,51,152
307,124,51,151
307,124,51,150
308,124,50,150
309,125,49,148
309,125,49,148
310,125,48,148
311,125,47,147
312,125,47,147
313,125,46,146
314,125,45,146
315,126,44,144
316,126,43,143
316,126,44,142
317,126,43,141
317,127,43,139
318,127,43,139
319,127,42,138
319,127,42,137
320,128,41,135
321,128,41,134
321,128,41,133
322,128,40,132
322,128,40,131
322,129,41,130
323,129,40,130
323,129,40,130
323,130,40,128
323,130,40,128
323,130,40,128
323,130,40,128
323,131,40,127
323,131,40,126
323,131,40,126
323,132,40,125
323,132,40,125
323,132,40,125
323,132,40,124
323,133,40,123
324,133,40,123
324,133,40,122
324,133,40,122
325,134,39,121
325,134,39,120
326,134,38,120
326,134,39,119
327,134,38,119
327,135,38,117
327,135,38,117
328,135,37,116
328,135,38,116
329,135,37,116
329,136,37,114
330,136,36,114
330,136,36,113
331,136,35,113
331,136,36,112
331,137,36,111
332,137,35,111
333,136,35,111
334,136,34,111
334,136,35,110
335,136,35,110
336,136,34,109
336,136,35,108
337,136,34,108
338,136,34,107
338,136,34,107
339,136,34,106
340,136,33,106
340,136,34,105
341,136,34,105
342,135,33,105
342,135,34,105
343,136,33,104
343,136,33,103
343,137,33,102
343,137,33,102
343,138,33,101
344,138,32,100
344,139,32,99
344,139,32,99
344,139,32,99
344,140,33,98
345,140,32,97
345,141,32,96
345,141,32,96
345,142,32,95
345,142,32,94
345,143,32,93
346,143,31,93
346,144,31,92
